term.id,-,term.name,term.units,term.synonyms,term.subClassOf.0.id,term.definition,term.agrovoc,term.defaultProperties.0.term.id,term.defaultProperties.0.value,term.defaultProperties.0.sd,term.defaultProperties.1.term.id,term.defaultProperties.1.value,term.defaultProperties.1.sd,term.defaultProperties.1.description,term.defaultProperties.2.term.id,term.defaultProperties.2.value,term.defaultProperties.2.sd,term.defaultProperties.2.description,term.defaultProperties.3.term.id,term.defaultProperties.3.value,term.defaultProperties.3.sd,term.defaultProperties.3.description,term.defaultProperties.4.term.id,term.defaultProperties.4.value,term.defaultProperties.4.sd,term.defaultProperties.4.description,term.defaultProperties.5.term.id,term.defaultProperties.5.value,term.defaultProperties.5.sd,term.defaultProperties.5.description,term.defaultProperties.6.term.id,term.defaultProperties.6.value,term.defaultProperties.6.sd,term.defaultProperties.6.description,term.defaultProperties.7.term.id,term.defaultProperties.7.value,term.defaultProperties.7.min,term.defaultProperties.7.max,term.defaultProperties.8.term.id,term.defaultProperties.8.value,term.defaultProperties.8.sd,term.defaultProperties.8.description,term.ecoinventReferenceProductId,lookups.0.name,lookups.0.value,lookups.0.dataState,lookups.1.name,lookups.1.value,lookups.1.dataState,lookups.2.name,lookups.2.value,lookups.2.dataState,lookups.3.name,lookups.3.value,lookups.3.dataState,lookups.4.name,lookups.4.value,lookups.4.dataState,lookups.5.name,lookups.5.value,lookups.5.min,lookups.5.max,lookups.5.source,lookups.5.notes,lookups.5.dataState,lookups.6.name,lookups.6.value,lookups.6.min,lookups.6.max,lookups.6.source,lookups.6.notes,lookups.6.dataState,lookups.7.name,lookups.7.value,lookups.7.dataState,lookups.8.name,lookups.8.value,lookups.8.dataState,lookups.9.name,lookups.9.value,lookups.9.dataState,lookups.10.name,lookups.10.value,lookups.10.dataState,lookups.11.name,lookups.11.value,lookups.11.dataState
rapeseedMealOrganicFertiliserKgN,"rapeseed, Meal Organic Fertiliser Kg N","Rapeseed, meal (organic fertiliser) (kg N)",kg N,"Rapeseed, meal (organic fertilizer) (kg N); Canola, meal (organic fertilizer) (kg N); Canola, meal (organic fertiliser) (kg N)",otherOrganicFertilisersKgN,"The by-product of the extraction of oil from rapeseeds. This term can be used to describe the meal obtained from both the spontaneous varieties (unsuitable for human and animal consumption due to the high erucic acid and glucosinolates content) and the low erucic acid, low glucosinolates cultivars known as canola. To further specify the variery, use the variety field.",https://aims.fao.org/aos/agrovoc/c_1066.html,-,-,-,nitrogenContent,100.00,-,https://www.feedipedia.org/node/52,-,-,-,-,phosphateContentAsP2O5,16.67,-,https://www.feedipedia.org/node/52,potassiumContentAsK2O,16.67,-,https://www.feedipedia.org/node/52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/intermediate-exchanges/rape-meal,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
riceBranOrganicFertiliserKgN,"rice, Bran Organic Fertiliser Kg N","Rice, bran (organic fertiliser) (kg N)",kg N,"Rice, bran (organic fertilizer) (kg N)",otherOrganicFertilisersKgN,"The nutrient-rich outer layer of the rice seed, often removed during milling to obtain white rice.",https://aims.fao.org/aos/agrovoc/c_5435.html,-,-,-,nitrogenContent,100.00,-,https://www.feedipedia.org/node/11637,-,-,-,-,phosphateContentAsP2O5,50.00,-,https://www.feedipedia.org/node/11637,potassiumContentAsK2O,50.00,-,https://www.feedipedia.org/node/11637,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
organicFertiliserUnspecifiedKgMass,"organic Fertiliser, Unspecified Kg Mass","Organic fertiliser, unspecified (kg mass)",kg,"Organic fertilizer, unspecified (kg mass)",-,"A generic term for organic fertiliser, when the type is unknown, measured in kg of mass.",-,-,-,-,nitrogenContent,1.05,0.92,-,totalAmmoniacalNitrogenContentAsN,0.14,-,-,phosphateContentAsP2O5,0.83,0.39,-,potassiumContentAsK2O,2.17,0.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
manureFreshKgMass,"manure, Fresh Kg Mass","Manure, fresh (kg mass)",kg,FYM; Farmyard manure,-,"A generic term for the solid excreta of animals, often mixed with bedding and some urine, in fresh state, measured in kg of mass.",-,-,-,-,nitrogenContent,0.53,0.54,Poore & Nemecek (2018),totalAmmoniacalNitrogenContentAsN,0.06,-,Poore & Nemecek (2018),phosphateContentAsP2O5,0.27,0.08,Poore & Nemecek (2018),potassiumContentAsK2O,0.76,0.39,Poore & Nemecek (2018),-,-,-,-,carbonContent,7.69,3.84,IPCC (2019),-,-,-,-,ligninContent,1.93,0.97,IPCC (2019),-,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,649,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
manureDryKgMass,"manure, Dry Kg Mass","Manure, dry (kg mass)",kg,FYM; Farmyard manure,-,"A generic term for the solid excreta of animals, often mixed with bedding and some urine, dried, measured in kg of mass.",-,-,-,-,nitrogenContent,2.65,2.45,Poore & Nemecek (2018),totalAmmoniacalNitrogenContentAsN,0.31,-,Poore & Nemecek (2018),phosphateContentAsP2O5,1.37,0.34,Poore & Nemecek (2018),potassiumContentAsK2O,3.67,1.57,Poore & Nemecek (2018),-,-,-,-,carbonContent,38.43,19.21,IPCC (2019),-,-,-,-,ligninContent,9.67,4.83,IPCC (2019),-,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,649,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
compostedManureKgMass,composted Manure Kg Mass,Composted manure (kg mass),kg,"Manure, composted",-,A generic term used to describe animal manure that is left to decompose.,http://aims.fao.org/aos/agrovoc/c_8f17e9f1,-,-,-,nitrogenContent,1.74,0.50,"Zvomuya et al (2006) Predicting Phosphorus Availability from Soil-Applied Composted and Non-Composted Cattle Feedlot Manure, table 3",totalAmmoniacalNitrogenContentAsN,0.05,-,"Zvomuya et al (2006) Predicting Phosphorus Availability from Soil-Applied Composted and Non-Composted Cattle Feedlot Manure, table 3",phosphateContentAsP2O5,1.94,0.74,"Zvomuya et al (2006) Predicting Phosphorus Availability from Soil-Applied Composted and Non-Composted Cattle Feedlot Manure, table 3",potassiumContentAsK2O,5.40,-,Assuming the proportion of P2O5 to K2O is the same as in fresh manure.,-,-,-,-,carbonContent,19.79,4.66,"Zvomuya et al (2006) Predicting Phosphorus Availability from Soil-Applied Composted and Non-Composted Cattle Feedlot Manure, table 3",-,-,-,-,ligninContent,1364.63,-,Assuming the proportion of C to P2O5 content is the same as in fresh manure.,-,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgN;cattleLiquidManureKgN;mushroomCompostKgN,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
slurryAndSludgeKgMass,slurry And Sludge Kg Mass,Slurry and sludge (kg mass),kg,-,-,"A generic term for the solid liquid of farm animals and humans, measured in kg of mass.",http://aims.fao.org/aos/agrovoc/c_16602 ,-,-,-,nitrogenContent,0.34,0.20,Poore & Nemecek (2018),totalAmmoniacalNitrogenContentAsN,0.20,-,Poore & Nemecek (2018),phosphateContentAsP2O5,0.18,,Poore & Nemecek (2018),potassiumContentAsK2O,0.26,-,Poore & Nemecek (2018),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,"Liquid, Slurry, Sewage Sludge",complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
otherOrganicFertilisersKgMass,other Organic Fertilisers Kg Mass,Other organic fertilisers (kg mass),kg,Other organic fertilizers (kg mass),-,"A generic term for organic fertilisers that are not manure, slurry, sludge, compost, or green manure, measured in kg of mass.",http://aims.fao.org/aos/agrovoc/c_4592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
compostKgMass,compost Kg Mass,Compost (kg mass),kg,-,-,"A generic term for decayed organic material used as fertiliser, measured in kg of mass.",-,-,-,-,nitrogenContent,0.70,-,Poore & Nemecek (2018),totalAmmoniacalNitrogenContentAsN,0.08,-,Poore & Nemecek (2018),phosphateContentAsP2O5,0.40,-,Poore & Nemecek (2018),potassiumContentAsK2O,0.75,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,21.00,10.50,Akratos et al. (2017) https://doi.org/10.1016/B978-0-12-805314-0.00008-X,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/f43c95e7-40e6-4ba9-9ab1-d1bc10d3fa79,OrganicFertiliserClassification,Compost,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.17,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.09,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.29,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0500,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,613,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
greenManureKgMass,green Manure Kg Mass,Green manure (kg mass),kg,-,-,"A generic term for any uprooted or sown crop parts left to wither on a field so that they serve as a mulch and soil amendment, measured in kg of mass.",-,-,-,-,nitrogenContent,0.40,-,Poore & Nemecek (2018),totalAmmoniacalNitrogenContentAsN,0.00,-,Poore & Nemecek (2018),phosphateContentAsP2O5,0.16,-,Poore & Nemecek (2018),potassiumContentAsK2O,0.54,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,42.00,21.00,IPCC (2019),-,-,-,-,ligninContent,7.30,3.65,IPCC (2019),-,OrganicFertiliserClassification,Green Manure,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.45,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.36,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.57,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0525,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
peatKgMass,peat Kg Mass,Peat (kg mass),kg,-,-,"A generic term for any peat soil, dug up for use as a fertiliser or soil amendment, measured in kg of mass.",http://aims.fao.org/aos/agrovoc/c_5647 ,-,-,-,nitrogenContent,1.46,0.68,Watmough et al. (2022) https://doi.org/10.1371/journal.pone.0275149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,carbonContent,44.00,8.51,Watmough et al. (2022) https://doi.org/10.1371/journal.pone.0275149,-,-,-,-,ligninContent,593.94,58.00,Iglovikov and Motorin (2019) https://doi.org/10.1051/e3sconf/201913501004,https://glossary.ecoinvent.org/ids/ecec59b7-367f-421e-8258-c809111a9923,OrganicFertiliserClassification,Other Organic Fertilisers,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,-,not required,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,-,not required,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,652,complete,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
mushroomCompostKgMass,mushroom Compost Kg Mass,Mushroom compost (kg mass),kg,Spent Mushroom Substrate; SMS,compostKgMass,"Used or “spent” compost from mushroom farming, measured in kg of mass. It is some combination of manures, wheat straw, corn cobs, feather meal, peanut meal, peat moss, lime, etc, measured in kg of mass. Can have high soluble salt levels and should be fully incorporated and watered prior to planting, measured in kg of mass.",http://aims.fao.org/aos/agrovoc/c_b257ca1f ,-,-,-,nitrogenContent,1.12,0.20,Fidanza et al. (2010) https://doi.org/10.21273/HORTTECH.20.2.449,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,carbonContent,14.29,2.15,Fidanza et al. (2010) https://doi.org/10.21273/HORTTECH.20.2.449,-,-,-,-,-,-,-,-,-,OrganicFertiliserClassification,Compost,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.17,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.09,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.29,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0500,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,FALSE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
cattleSolidManureFreshKgMass,"cattle, Solid Manure, Fresh Kg Mass","Cattle, solid manure, fresh (kg mass)",kg,-,manureFreshKgMass,"Fresh manure from cattle, measured in kg of mass.",-,-,-,-,nitrogenContent,0.53,0.54,Poore & Nemecek (2018),totalAmmoniacalNitrogenContentAsN,0.06,-,Poore & Nemecek (2018),phosphateContentAsP2O5,0.27,0.08,Poore & Nemecek (2018),potassiumContentAsK2O,0.76,0.39,Poore & Nemecek (2018),-,-,-,-,carbonContent,9.27,4.64,IPCC (2019),-,-,-,-,ligninContent,2.20,1.10,IPCC (2019),https://glossary.ecoinvent.org/ids/ed56bc72-4186-40ab-a961-b8c0b49b64c8,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
dairyCattleSolidManureFreshKgMass,"dairy Cattle, Solid Manure, Fresh Kg Mass","Dairy cattle, solid manure, fresh (kg mass)",kg,-,cattleSolidManureFreshKgMass,"Fresh manure from dairy cattle, measured in kg of mass.",-,-,-,-,nitrogenContent,0.54,0.72,Poore & Nemecek (2018),totalAmmoniacalNitrogenContentAsN,0.10,-,Poore & Nemecek (2018),phosphateContentAsP2O5,0.27,0.09,Poore & Nemecek (2018),potassiumContentAsK2O,0.82,0.43,Poore & Nemecek (2018),-,-,-,-,carbonContent,8.64,4.32,IPCC (2019),-,-,-,-,ligninContent,2.60,1.30,IPCC (2019),https://glossary.ecoinvent.org/ids/ed56bc72-4186-40ab-a961-b8c0b49b64c8,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
beefCattleSolidManureFreshKgMass,"beef Cattle, Solid Manure, Fresh Kg Mass","Beef cattle, solid manure, fresh (kg mass)",kg,-,cattleSolidManureFreshKgMass,"Fresh manure from beef cattle, measured in kg of mass.",-,-,-,-,nitrogenContent,0.52,0.26,Poore & Nemecek (2018),totalAmmoniacalNitrogenContentAsN,0.04,-,Poore & Nemecek (2018),phosphateContentAsP2O5,0.27,0.05,Poore & Nemecek (2018),potassiumContentAsK2O,0.65,0.19,Poore & Nemecek (2018),-,-,-,-,carbonContent,9.88,4.94,IPCC (2019),-,-,-,-,ligninContent,1.80,0.90,IPCC (2019),https://glossary.ecoinvent.org/ids/ed56bc72-4186-40ab-a961-b8c0b49b64c8,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
sheepAndGoatsSolidManureFreshKgMass,"sheep And Goats, Solid Manure, Fresh Kg Mass","Sheep and goats, solid manure, fresh (kg mass)",kg,-,manureFreshKgMass,"Fresh manure from sheep and/or goats, measured in kg of mass.",-,-,-,-,nitrogenContent,0.67,-,Poore & Nemecek (2018),totalAmmoniacalNitrogenContentAsN,0.07,-,Poore & Nemecek (2018),phosphateContentAsP2O5,0.40,-,Poore & Nemecek (2018),potassiumContentAsK2O,1.20,-,Poore & Nemecek (2018),-,-,-,-,carbonContent,7.37,3.69,IPCC (2019),-,-,-,-,ligninContent,2.60,1.30,IPCC (2019),-,OrganicFertiliserClassification,Solid,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight,0.21,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_min,0.15,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_max,0.28,complete,IPCC_2019_CH4_rice_CFOA_kg_fresh_weight_sd,0.0325,complete,IPCC_2019_FRACGASM_NH3-N,0.20,0,0.30,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,IPCC_2019_FRACGASM_NOx-N,0.02,0,0.15,"Calculated from IPCC (2019) Chapter 11, Table 8A.1",-,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,beefCattleSolidManureFreshKgMass;cattleLiquidManureKgMass;mushroomCompostKgMass,complete,skipAggregation,TRUE,complete,ANIMAL_MANURE,TRUE,complete,PRACTICE_INCREASING_C_INPUT,TRUE,complete
